YearMonthDayHourMinute,STN,UV
202206032050,159,
202206032050,165,
202206032100,13,
202206032100,105,
202206032100,108,
202206032100,112,
202206032100,115,
202206032100,131,
202206032100,132,
202206032100,133,
202206032100,138,
202206032100,143,
202206032100,146,
202206032100,152,
202206032100,156,
202206032100,159,
202206032100,165,
202206032110,13,
202206032110,105,
202206032110,108,
202206032110,112,
202206032110,115,
202206032110,131,
202206032110,132,
202206032110,133,
202206032110,138,
202206032110,143,
202206032110,146,
202206032110,152,
202206032110,156,
202206032110,159,
202206032110,165,
202206032120,13,
202206032120,105,
202206032120,108,
202206032120,112,
202206032120,115,
202206032120,131,
202206032120,132,
202206032120,133,
202206032120,138,
202206032120,143,
202206032120,146,
202206032120,152,
202206032120,156,
202206032120,159,
202206032120,165,
202206032130,13,
202206032130,105,
202206032130,108,
202206032130,112,
202206032130,115,
202206032130,131,
202206032130,132,
202206032130,133,
202206032130,138,
202206032130,143,
202206032130,146,
202206032130,152,
202206032130,156,
202206032130,159,
202206032130,165,
202206032140,13,
202206032140,105,
202206032140,108,
202206032140,112,
202206032140,115,
202206032140,131,
202206032140,132,
202206032140,133,
202206032140,138,
202206032140,143,
202206032140,146,
202206032140,152,
202206032140,156,
202206032140,159,
202206032140,165,
202206032150,13,
202206032150,105,
202206032150,108,
202206032150,112,
202206032150,115,
202206032150,131,
202206032150,132,
202206032150,133,
202206032150,138,
202206032150,143,
202206032150,146,
202206032150,152,
202206032150,156,
202206032150,159,
202206032150,165,
202206032200,13,
202206032200,105,
202206032200,108,
202206032200,112,
202206032200,115,
202206032200,131,
202206032200,132,
202206032200,133,
202206032200,138,
202206032200,143,
202206032200,146,
202206032200,152,
202206032200,156,
202206032200,159,
202206032200,165,
202206032210,13,
202206032210,105,
202206032210,108,
202206032210,112,
202206032210,115,
202206032210,131,
202206032210,132,
202206032210,133,
202206032210,138,
202206032210,143,
202206032210,146,
202206032210,152,
202206032210,156,
202206032210,159,
202206032210,165,
202206032220,13,
202206032220,105,
202206032220,108,
202206032220,112,
202206032220,115,
202206032220,131,
202206032220,132,
202206032220,133,
202206032220,138,
202206032220,143,
202206032220,146,
202206032220,152,
202206032220,156,
202206032220,159,
202206032220,165,
202206032230,13,
202206032230,105,
202206032230,108,
202206032230,112,
202206032230,115,
202206032230,131,
202206032230,132,
202206032230,133,
202206032230,138,
202206032230,143,
202206032230,146,
202206032230,152,
202206032230,156,
202206032230,159,
202206032230,165,
202206032240,13,
202206032240,105,
202206032240,108,
202206032240,112,
202206032240,115,
202206032240,131,
202206032240,132,
202206032240,133,
202206032240,138,
202206032240,143,
202206032240,146,
202206032240,152,
202206032240,156,
202206032240,159,
202206032240,165,
202206032250,13,
202206032250,105,
202206032250,108,
202206032250,112,
202206032250,115,
202206032250,131,
202206032250,132,
202206032250,133,
202206032250,138,
202206032250,143,
202206032250,146,
202206032250,152,
202206032250,156,
202206032250,159,
202206032250,165,
202206032300,13,
202206032300,105,
202206032300,108,
202206032300,112,
202206032300,115,
202206032300,131,
202206032300,132,
202206032300,133,
202206032300,138,
202206032300,143,
202206032300,146,
202206032300,152,
202206032300,156,
202206032300,159,
202206032300,165,
202206032310,13,
202206032310,105,
202206032310,108,
202206032310,112,
202206032310,115,
202206032310,131,
202206032310,132,
202206032310,133,
202206032310,138,
202206032310,143,
202206032310,146,
202206032310,152,
202206032310,156,
202206032310,159,
202206032310,165,
202206032320,13,
202206032320,105,
202206032320,108,
202206032320,112,
202206032320,115,
202206032320,131,
202206032320,132,
202206032320,133,
202206032320,138,
202206032320,143,
202206032320,146,
202206032320,152,
202206032320,156,
202206032320,159,
202206032320,165,
202206032330,13,
202206032330,105,
202206032330,108,
202206032330,112,
202206032330,115,
202206032330,131,
202206032330,132,
202206032330,133,
202206032330,138,
202206032330,143,
202206032330,146,
202206032330,152,
202206032330,156,
202206032330,159,
202206032330,165,
202206032340,13,
202206032340,105,
202206032340,108,
202206032340,112,
202206032340,115,
202206032340,131,
202206032340,132,
202206032340,133,
202206032340,138,
202206032340,143,
202206032340,146,
202206032340,152,
202206032340,156,
202206032340,159,
202206032340,165,
202206032350,13,
202206032350,105,
202206032350,108,
202206032350,112,
202206032350,115,
202206032350,131,
202206032350,132,
202206032350,133,
202206032350,138,
202206032350,143,
202206032350,146,
202206032350,152,
202206032350,156,
202206032350,159,
202206032350,165,
202206040000,13,
202206040000,105,
202206040000,108,
202206040000,112,
202206040000,115,
202206040000,131,
202206040000,132,
202206040000,133,
202206040000,138,
202206040000,143,
202206040000,146,
202206040000,152,
202206040000,156,
202206040000,159,
202206040000,165,
202206040010,13,
202206040010,105,
202206040010,108,
202206040010,112,
202206040010,115,
202206040010,131,
202206040010,132,
202206040010,133,
202206040010,138,
202206040010,143,
202206040010,146,
202206040010,152,
202206040010,156,
202206040010,159,
202206040010,165,
202206040020,13,
202206040020,105,
202206040020,108,
202206040020,112,
202206040020,115,
202206040020,131,
202206040020,132,
202206040020,133,
202206040020,138,
202206040020,143,
202206040020,146,
202206040020,152,
202206040020,156,
202206040020,159,
202206040020,165,
202206040030,13,
202206040030,105,
202206040030,108,
202206040030,112,
202206040030,115,
202206040030,131,
202206040030,132,
202206040030,133,
202206040030,138,
202206040030,143,
202206040030,146,
202206040030,152,
202206040030,156,
202206040030,159,
202206040030,165,
202206040040,13,
202206040040,105,
202206040040,108,
202206040040,112,
202206040040,115,
202206040040,131,
202206040040,132,
202206040040,133,
202206040040,138,
202206040040,143,
202206040040,146,
202206040040,152,
202206040040,156,
202206040040,159,
202206040040,165,
202206040050,13,
202206040050,105,
202206040050,108,
202206040050,112,
202206040050,115,
202206040050,131,
202206040050,132,
202206040050,133,
202206040050,138,
202206040050,143,
202206040050,146,
202206040050,152,
202206040050,156,
202206040050,159,
202206040050,165,
202206040100,13,
202206040100,105,
202206040100,108,
202206040100,112,
202206040100,115,
202206040100,131,
202206040100,132,
202206040100,133,
202206040100,138,
202206040100,143,
202206040100,146,
202206040100,152,
202206040100,156,
202206040100,159,
202206040100,165,
202206040110,13,
202206040110,105,
202206040110,108,
202206040110,112,
202206040110,115,
202206040110,131,
202206040110,132,
202206040110,133,
202206040110,138,
202206040110,143,
202206040110,146,
202206040110,152,
202206040110,156,
202206040110,159,
202206040110,165,
202206040120,13,
202206040120,105,
202206040120,108,
202206040120,112,
202206040120,115,
202206040120,131,
202206040120,132,
202206040120,133,
202206040120,138,
202206040120,143,
202206040120,146,
202206040120,152,
202206040120,156,
202206040120,159,
202206040120,165,
202206040130,13,
202206040130,105,
202206040130,108,
202206040130,112,
202206040130,115,
202206040130,131,
202206040130,132,
202206040130,133,
202206040130,138,
202206040130,143,
202206040130,146,
202206040130,152,
202206040130,156,
202206040130,159,
202206040130,165,
202206040140,13,
202206040140,105,
202206040140,108,
202206040140,112,
202206040140,115,
202206040140,131,
202206040140,132,
202206040140,133,
202206040140,138,
202206040140,143,
202206040140,146,
202206040140,152,
202206040140,156,
202206040140,159,
202206040140,165,
202206040150,13,
202206040150,105,
202206040150,108,
202206040150,112,
202206040150,115,
202206040150,131,
202206040150,132,
202206040150,133,
202206040150,138,
202206040150,143,
202206040150,146,
202206040150,152,
202206040150,156,
202206040150,159,
202206040150,165,
202206040200,13,
202206040200,105,
202206040200,108,
202206040200,112,
202206040200,115,
202206040200,131,
202206040200,132,
202206040200,133,
202206040200,138,
202206040200,143,
202206040200,146,
202206040200,152,
202206040200,156,
202206040200,159,
202206040200,165,
202206040210,13,
202206040210,105,
202206040210,108,
202206040210,112,
202206040210,115,
202206040210,131,
202206040210,132,
202206040210,133,
202206040210,138,
202206040210,143,
202206040210,146,
202206040210,152,
202206040210,156,
202206040210,159,
202206040210,165,
202206040220,13,
202206040220,105,
202206040220,108,
202206040220,112,
202206040220,115,
202206040220,131,
202206040220,132,
202206040220,133,
202206040220,138,
202206040220,143,
202206040220,146,
202206040220,152,
202206040220,156,
202206040220,159,
202206040220,165,
202206040230,13,
202206040230,105,
202206040230,108,
202206040230,112,
202206040230,115,
202206040230,131,
202206040230,132,
202206040230,133,
202206040230,138,
202206040230,143,
202206040230,146,
202206040230,152,
202206040230,156,
202206040230,159,
202206040230,165,
202206040240,13,
202206040240,105,
202206040240,108,
202206040240,112,
202206040240,115,
202206040240,131,
202206040240,132,
202206040240,133,
202206040240,138,
202206040240,143,
202206040240,146,
202206040240,152,
202206040240,156,
202206040240,159,
202206040240,165,
202206040250,13,
202206040250,105,
202206040250,108,
202206040250,112,
202206040250,115,
202206040250,131,
202206040250,132,
202206040250,133,
202206040250,138,
202206040250,143,
202206040250,146,
202206040250,152,
202206040250,156,
202206040250,159,
202206040250,165,
202206040300,13,
202206040300,105,
202206040300,108,
202206040300,112,
202206040300,115,
202206040300,131,
202206040300,132,
202206040300,133,
202206040300,138,
202206040300,143,
202206040300,146,
202206040300,152,
202206040300,156,
202206040300,159,
202206040300,165,
202206040310,13,
202206040310,105,
202206040310,108,
202206040310,112,
202206040310,115,
202206040310,131,
202206040310,132,
202206040310,133,
202206040310,138,
202206040310,143,
202206040310,146,
202206040310,152,
202206040310,156,
202206040310,159,
202206040310,165,
202206040320,13,
202206040320,105,
202206040320,108,
202206040320,112,
202206040320,115,
202206040320,131,
202206040320,132,
202206040320,133,
202206040320,138,
202206040320,143,
202206040320,146,
202206040320,152,
202206040320,156,
202206040320,159,
202206040320,165,
202206040330,13,
202206040330,105,
202206040330,108,
202206040330,112,
202206040330,115,
202206040330,131,
202206040330,132,
202206040330,133,
202206040330,138,
202206040330,143,
202206040330,146,
202206040330,152,
202206040330,156,
202206040330,159,
202206040330,165,
202206040340,13,
202206040340,105,
202206040340,108,
202206040340,112,
202206040340,115,
202206040340,131,
202206040340,132,
202206040340,133,
202206040340,138,
202206040340,143,
202206040340,146,
202206040340,152,
202206040340,156,
202206040340,159,
202206040340,165,
202206040350,13,
202206040350,105,
202206040350,108,
202206040350,112,
202206040350,115,
202206040350,131,
202206040350,132,
202206040350,133,
202206040350,138,
202206040350,143,
202206040350,146,
202206040350,152,
202206040350,156,
202206040350,159,
202206040350,165,
202206040400,13,
202206040400,105,
202206040400,108,
202206040400,112,
202206040400,115,
202206040400,131,
202206040400,132,
202206040400,133,
202206040400,138,
202206040400,143,
202206040400,146,
202206040400,152,
202206040400,156,
202206040400,159,
202206040400,165,
202206040410,13,
202206040410,105,
202206040410,108,
202206040410,112,
202206040410,115,
202206040410,131,
202206040410,132,
202206040410,133,
202206040410,138,
202206040410,143,
202206040410,146,
202206040410,152,
202206040410,156,
202206040410,159,
202206040410,165,
202206040420,13,
202206040420,105,
202206040420,108,
202206040420,112,
202206040420,115,
202206040420,131,
202206040420,132,
202206040420,133,
202206040420,138,
202206040420,143,
202206040420,146,
202206040420,152,
202206040420,156,
202206040420,159,
202206040420,165,
202206040430,13,
202206040430,105,
202206040430,108,
202206040430,112,
202206040430,115,
202206040430,131,
202206040430,132,
202206040430,133,
202206040430,138,
202206040430,143,
202206040430,146,
202206040430,152,
202206040430,156,
202206040430,159,
202206040430,165,
202206040440,13,
202206040440,105,
202206040440,108,
202206040440,112,
202206040440,115,
202206040440,131,
202206040440,132,
202206040440,133,
202206040440,138,
202206040440,143,
202206040440,146,
202206040440,152,
202206040440,156,
202206040440,159,
202206040440,165,
202206040450,13,
202206040450,105,
202206040450,108,
202206040450,112,
202206040450,115,
202206040450,131,
202206040450,132,
202206040450,133,
202206040450,138,
202206040450,143,
202206040450,146,
202206040450,152,
202206040450,156,
202206040450,159,
202206040450,165,
202206040500,13,
202206040500,105,
202206040500,108,
202206040500,112,
202206040500,115,
202206040500,131,
202206040500,132,
202206040500,133,
202206040500,138,
202206040500,143,
202206040500,146,
202206040500,152,
202206040500,156,
202206040500,159,
202206040500,165,
202206040510,13,
202206040510,105,
202206040510,108,
202206040510,112,
202206040510,115,
202206040510,131,
202206040510,132,
202206040510,133,
202206040510,138,
202206040510,143,
202206040510,146,
202206040510,152,
202206040510,156,
202206040510,159,
202206040510,165,
202206040520,13,
202206040520,105,
202206040520,108,
202206040520,112,
202206040520,115,
202206040520,131,
202206040520,132,
202206040520,133,
202206040520,138,
202206040520,143,
202206040520,146,
202206040520,152,
202206040520,156,
202206040520,159,
202206040520,165,
202206040530,13,
202206040530,105,
202206040530,108,
202206040530,112,
202206040530,115,
202206040530,131,
202206040530,132,
202206040530,133,
202206040530,138,
202206040530,143,
202206040530,146,
202206040530,152,
202206040530,156,
202206040530,159,
202206040530,165,
202206040540,13,
202206040540,105,
202206040540,108,
202206040540,112,
202206040540,115,
202206040540,131,
202206040540,132,
202206040540,133,
202206040540,138,
202206040540,143,
202206040540,146,
202206040540,152,
202206040540,156,
202206040540,159,
202206040540,165,
202206040550,13,
202206040550,105,
202206040550,108,
202206040550,112,
202206040550,115,
202206040550,131,
202206040550,132,
202206040550,133,
202206040550,138,
202206040550,143,
202206040550,146,
202206040550,152,
202206040550,156,
202206040550,159,
202206040550,165,
202206040600,13,
202206040600,105,
202206040600,108,
202206040600,112,
202206040600,115,
202206040600,131,
202206040600,132,
202206040600,133,
202206040600,138,
202206040600,143,
202206040600,146,
202206040600,152,
202206040600,156,
202206040600,159,
202206040600,165,
202206040610,13,
202206040610,105,
202206040610,108,
202206040610,112,
202206040610,115,
202206040610,131,
202206040610,132,
202206040610,133,
202206040610,138,
202206040610,143,
202206040610,146,
202206040610,152,
202206040610,156,
202206040610,159,
202206040610,165,
202206040620,13,
202206040620,105,
202206040620,108,
202206040620,112,
202206040620,115,
202206040620,131,
202206040620,132,
202206040620,133,
202206040620,138,
202206040620,143,
202206040620,146,
202206040620,152,
202206040620,156,
202206040620,159,
202206040620,165,
202206040630,13,
202206040630,105,
202206040630,108,
202206040630,112,
202206040630,115,
202206040630,131,
202206040630,132,
202206040630,133,
202206040630,138,
202206040630,143,
202206040630,146,
202206040630,152,
202206040630,156,
202206040630,159,
202206040630,165,
202206040640,13,
202206040640,105,
202206040640,108,
202206040640,112,
202206040640,115,
202206040640,131,
202206040640,132,
202206040640,133,
202206040640,138,
202206040640,143,
202206040640,146,
202206040640,152,
202206040640,156,
202206040640,159,
202206040640,165,
202206040650,13,
202206040650,105,
202206040650,108,
202206040650,112,
202206040650,115,
202206040650,131,
202206040650,132,
202206040650,133,
202206040650,138,
202206040650,143,
202206040650,146,
202206040650,152,
202206040650,156,
202206040650,159,
202206040650,165,
202206040700,13,
202206040700,105,
202206040700,108,
202206040700,112,
202206040700,115,
202206040700,131,
202206040700,132,
202206040700,133,
202206040700,138,
202206040700,143,
202206040700,146,
202206040700,152,
202206040700,156,
202206040700,159,
202206040700,165,
202206040710,13,
202206040710,105,
202206040710,108,
202206040710,112,
202206040710,115,
202206040710,131,
202206040710,132,
202206040710,133,
202206040710,138,
202206040710,143,
202206040710,146,
202206040710,152,
202206040710,156,
202206040710,159,
202206040710,165,
202206040720,13,
202206040720,105,
202206040720,108,
202206040720,112,
202206040720,115,
202206040720,131,
202206040720,132,
202206040720,133,
202206040720,138,
202206040720,143,
202206040720,146,
202206040720,152,
202206040720,156,
202206040720,159,
202206040720,165,
202206040730,13,
202206040730,105,
202206040730,108,
202206040730,112,
202206040730,115,
202206040730,131,
202206040730,132,
202206040730,133,
202206040730,138,
202206040730,143,
202206040730,146,
202206040730,152,
202206040730,156,
202206040730,159,
202206040730,165,
202206040740,13,
202206040740,105,
202206040740,108,
202206040740,112,
202206040740,115,
202206040740,131,
202206040740,132,
202206040740,133,
202206040740,138,
202206040740,143,
202206040740,146,
202206040740,152,
202206040740,156,
202206040740,159,
202206040740,165,
202206040750,13,
202206040750,105,
202206040750,108,
202206040750,112,
202206040750,115,
202206040750,131,
202206040750,132,
202206040750,133,
202206040750,138,
202206040750,143,
202206040750,146,
202206040750,152,
202206040750,156,
202206040750,159,
202206040750,165,
202206040800,13,
202206040800,105,
202206040800,108,
202206040800,112,
202206040800,115,
202206040800,131,
202206040800,132,
202206040800,133,
202206040800,138,
202206040800,143,
202206040800,146,
202206040800,152,
202206040800,156,
202206040800,159,
202206040800,165,
202206040810,13,
202206040810,105,
202206040810,108,
202206040810,112,
202206040810,115,
202206040810,131,
202206040810,132,
202206040810,133,
202206040810,138,
202206040810,143,
202206040810,146,
202206040810,152,
202206040810,156,
202206040810,159,
202206040810,165,
202206040820,13,
202206040820,105,
202206040820,108,
202206040820,112,
202206040820,115,
202206040820,131,
202206040820,132,
202206040820,133,
202206040820,138,
202206040820,143,
202206040820,146,
202206040820,152,
202206040820,156,
202206040820,159,
202206040820,165,
202206040830,13,
202206040830,105,
202206040830,108,
202206040830,112,
202206040830,115,
202206040830,131,
202206040830,132,
202206040830,133,
202206040830,138,
202206040830,143,
202206040830,146,
202206040830,152,
202206040830,156,
202206040830,159,
202206040830,165,
202206040840,13,
202206040840,105,
202206040840,108,
202206040840,112,
202206040840,115,
202206040840,131,
202206040840,132,
202206040840,133,
202206040840,138,
202206040840,143,
202206040840,146,
202206040840,152,
202206040840,156,
202206040840,159,
202206040840,165,
202206040850,13,
202206040850,105,
202206040850,108,
202206040850,112,
202206040850,115,
202206040850,131,
202206040850,132,
202206040850,133,
202206040850,138,
202206040850,143,
202206040850,146,
202206040850,152,
202206040850,156,
202206040850,159,
202206040850,165,
202206040900,13,
202206040900,105,
202206040900,108,
202206040900,112,
202206040900,115,
202206040900,131,
202206040900,132,
202206040900,133,
202206040900,138,
202206040900,143,
202206040900,146,
202206040900,152,
202206040900,156,
202206040900,159,
202206040900,165,
202206040910,13,
202206040910,105,
202206040910,108,
202206040910,112,
202206040910,115,
202206040910,131,
202206040910,132,
202206040910,133,
202206040910,138,
202206040910,143,
202206040910,146,
202206040910,152,
202206040910,156,
202206040910,159,
202206040910,165,
202206040920,13,
202206040920,105,
202206040920,108,
202206040920,112,
202206040920,115,
202206040920,131,
202206040920,132,
202206040920,133,
202206040920,138,
202206040920,143,
202206040920,146,
202206040920,152,
202206040920,156,
202206040920,159,
202206040920,165,
202206040930,13,
202206040930,105,
202206040930,108,
202206040930,112,
202206040930,115,
202206040930,131,
202206040930,132,
202206040930,133,
202206040930,138,
202206040930,143,
202206040930,146,
202206040930,152,
202206040930,156,
202206040930,159,
202206040930,165,
202206040940,13,
202206040940,105,
202206040940,108,
202206040940,112,
202206040940,115,
202206040940,131,
202206040940,132,
202206040940,133,
202206040940,138,
202206040940,143,
202206040940,146,
202206040940,152,
202206040940,156,
202206040940,159,
202206040940,165,
202206040950,13,
202206040950,105,
202206040950,108,
202206040950,112,
202206040950,115,
202206040950,131,
202206040950,132,
202206040950,133,
202206040950,138,
202206040950,143,
202206040950,146,
202206040950,152,
202206040950,156,
202206040950,159,
202206040950,165,
202206041000,13,
202206041000,105,
202206041000,108,
202206041000,112,
202206041000,115,
202206041000,131,
202206041000,132,
202206041000,133,
202206041000,138,
202206041000,143,
202206041000,146,
202206041000,152,
202206041000,156,
202206041000,159,
202206041000,165,
202206041010,13,
202206041010,105,
202206041010,108,
202206041010,112,
202206041010,115,
202206041010,131,
202206041010,132,
202206041010,133,
202206041010,138,
202206041010,143,
202206041010,146,
202206041010,152,
202206041010,156,
202206041010,159,
202206041010,165,
202206041020,13,
202206041020,105,
202206041020,108,
202206041020,112,
202206041020,115,
202206041020,131,
202206041020,132,
202206041020,133,
202206041020,138,
202206041020,143,
202206041020,146,
202206041020,152,
202206041020,156,
202206041020,159,
202206041020,165,
202206041030,13,
202206041030,105,
202206041030,108,
202206041030,112,
202206041030,115,
202206041030,131,
202206041030,132,
202206041030,133,
202206041030,138,
202206041030,143,
202206041030,146,
202206041030,152,
202206041030,156,
202206041030,159,
202206041030,165,
202206041040,13,
202206041040,105,
202206041040,108,
202206041040,112,
202206041040,115,
202206041040,131,
202206041040,132,
202206041040,133,
202206041040,138,
202206041040,143,
202206041040,146,
202206041040,152,
202206041040,156,
202206041040,159,
202206041040,165,
202206041050,13,
202206041050,105,
202206041050,108,
202206041050,112,
202206041050,115,
202206041050,131,
202206041050,132,
202206041050,133,
202206041050,138,
202206041050,143,
202206041050,146,
202206041050,152,
202206041050,156,
202206041050,159,
202206041050,165,
202206041100,13,
202206041100,105,
202206041100,108,
202206041100,112,
202206041100,115,
202206041100,131,
202206041100,132,
202206041100,133,
202206041100,138,
202206041100,143,
202206041100,146,
202206041100,152,
202206041100,156,
202206041100,159,
202206041100,165,
202206041110,13,
202206041110,105,
202206041110,108,
202206041110,112,
202206041110,115,
202206041110,131,
202206041110,132,
202206041110,133,
202206041110,138,
202206041110,143,
202206041110,146,
202206041110,152,
202206041110,156,
202206041110,159,
202206041110,165,
202206041120,13,
202206041120,105,
202206041120,108,
202206041120,112,
202206041120,115,
202206041120,131,
202206041120,132,
202206041120,133,
202206041120,138,
202206041120,143,
202206041120,146,
202206041120,152,
202206041120,156,
202206041120,159,
202206041120,165,
202206041130,13,
202206041130,105,
202206041130,108,
202206041130,112,
202206041130,115,
202206041130,131,
202206041130,132,
202206041130,133,
202206041130,138,
202206041130,143,
202206041130,146,
202206041130,152,
202206041130,156,
202206041130,159,
202206041130,165,
202206041140,13,
202206041140,105,
202206041140,108,
202206041140,112,
202206041140,115,
202206041140,131,
202206041140,132,
202206041140,133,
202206041140,138,
202206041140,143,
202206041140,146,
202206041140,152,
202206041140,156,
202206041140,159,
202206041140,165,
202206041150,13,
202206041150,105,
202206041150,108,
202206041150,112,
202206041150,115,
202206041150,131,
202206041150,132,
202206041150,133,
202206041150,138,
202206041150,143,
202206041150,146,
202206041150,152,
202206041150,156,
202206041150,159,
202206041150,165,
202206041200,13,
202206041200,105,
202206041200,108,
202206041200,112,
202206041200,115,
202206041200,131,
202206041200,132,
202206041200,133,
202206041200,138,
202206041200,143,
202206041200,146,
202206041200,152,
202206041200,156,
202206041200,159,
202206041200,165,
202206041210,13,
202206041210,105,
202206041210,108,
202206041210,112,
202206041210,115,
202206041210,131,
202206041210,132,
202206041210,133,
202206041210,138,
202206041210,143,
202206041210,146,
202206041210,152,
202206041210,156,
202206041210,159,
202206041210,165,
202206041220,13,
202206041220,105,
202206041220,108,
202206041220,112,
202206041220,115,
202206041220,131,
202206041220,132,
202206041220,133,
202206041220,138,
202206041220,143,
202206041220,146,
202206041220,152,
202206041220,156,
202206041220,159,
202206041220,165,
202206041230,13,
202206041230,105,
202206041230,108,
202206041230,112,
202206041230,115,
202206041230,131,
202206041230,132,
202206041230,133,
202206041230,138,
202206041230,143,
202206041230,146,
202206041230,152,
202206041230,156,
202206041230,159,
202206041230,165,
202206041240,13,
202206041240,105,
202206041240,108,
202206041240,112,
202206041240,115,
202206041240,131,
202206041240,132,
202206041240,133,
202206041240,138,
202206041240,143,
202206041240,146,
202206041240,152,
202206041240,156,
202206041240,159,
202206041240,165,
202206041250,13,
202206041250,105,
202206041250,108,
202206041250,112,
202206041250,115,
202206041250,131,
202206041250,132,
202206041250,133,
202206041250,138,
202206041250,143,
202206041250,146,
202206041250,152,
202206041250,156,
202206041250,159,
202206041250,165,
202206041300,13,
202206041300,105,
202206041300,108,
202206041300,112,
202206041300,115,
202206041300,131,
202206041300,132,
202206041300,133,
202206041300,138,
202206041300,143,
202206041300,146,
202206041300,152,
202206041300,156,
202206041300,159,
202206041300,165,
202206041310,13,
202206041310,105,
202206041310,108,
202206041310,112,
202206041310,115,
202206041310,131,
202206041310,132,
202206041310,133,
202206041310,138,
202206041310,143,
202206041310,146,
202206041310,152,
202206041310,156,
202206041310,159,
202206041310,165,
202206041320,13,
202206041320,105,
202206041320,108,
202206041320,112,
202206041320,115,
202206041320,131,
202206041320,132,
202206041320,133,
202206041320,138,
202206041320,143,
202206041320,146,
202206041320,152,
202206041320,156,
202206041320,159,
202206041320,165,
202206041330,13,
202206041330,105,
202206041330,108,
202206041330,112,
202206041330,115,
202206041330,131,
202206041330,132,
202206041330,133,
202206041330,138,
202206041330,143,
202206041330,146,
202206041330,152,
202206041330,156,
202206041330,159,
202206041330,165,
202206041340,13,
202206041340,105,
202206041340,108,
202206041340,112,
202206041340,115,
202206041340,131,
202206041340,132,
202206041340,133,
202206041340,138,
202206041340,143,
202206041340,146,
202206041340,152,
202206041340,156,
202206041340,159,
202206041340,165,
202206041350,13,
202206041350,105,
202206041350,108,
202206041350,112,
202206041350,115,
202206041350,131,
202206041350,132,
202206041350,133,
202206041350,138,
202206041350,143,
202206041350,146,
202206041350,152,
202206041350,156,
202206041350,159,
202206041350,165,
202206041400,13,
202206041400,105,
202206041400,108,
202206041400,112,
202206041400,115,
202206041400,131,
202206041400,132,
202206041400,133,
202206041400,138,
202206041400,143,
202206041400,146,
202206041400,152,
202206041400,156,
202206041400,159,
202206041400,165,
202206041410,13,
202206041410,105,
202206041410,108,
202206041410,112,
202206041410,115,
202206041410,131,
202206041410,132,
202206041410,133,
202206041410,138,
202206041410,143,
202206041410,146,
202206041410,152,
202206041410,156,
202206041410,159,
202206041410,165,
202206041420,13,
202206041420,105,
202206041420,108,
202206041420,112,
202206041420,115,
202206041420,131,
202206041420,132,
202206041420,133,
202206041420,138,
202206041420,143,
202206041420,146,
202206041420,152,
202206041420,156,
202206041420,159,
202206041420,165,
202206041430,13,
202206041430,105,
202206041430,108,
202206041430,112,
202206041430,115,
202206041430,131,
202206041430,132,
202206041430,133,
202206041430,138,
202206041430,143,
202206041430,146,
202206041430,152,
202206041430,156,
202206041430,159,
202206041430,165,
202206041440,13,
202206041440,105,
202206041440,108,
202206041440,112,
202206041440,115,
202206041440,131,
202206041440,132,
202206041440,133,
202206041440,138,
202206041440,143,
202206041440,146,
202206041440,152,
202206041440,156,
202206041440,159,
202206041440,165,
202206041450,13,
202206041450,105,
202206041450,108,
202206041450,112,
202206041450,115,
202206041450,131,
202206041450,132,
202206041450,133,
202206041450,138,
202206041450,143,
202206041450,146,
202206041450,152,
202206041450,156,
202206041450,159,
202206041450,165,
202206041500,13,
202206041500,105,
202206041500,108,
202206041500,112,
202206041500,115,
202206041500,131,
202206041500,132,
202206041500,133,
202206041500,138,
202206041500,143,
202206041500,146,
202206041500,152,
202206041500,156,
202206041500,159,
202206041500,165,
202206041510,13,
202206041510,105,
202206041510,108,
202206041510,112,
202206041510,115,
202206041510,131,
202206041510,132,
202206041510,133,
202206041510,138,
202206041510,143,
202206041510,146,
202206041510,152,
202206041510,156,
202206041510,159,
202206041510,165,
202206041520,13,
202206041520,105,
202206041520,108,
202206041520,112,
202206041520,115,
202206041520,131,
202206041520,132,
202206041520,133,
202206041520,138,
202206041520,143,
202206041520,146,
202206041520,152,
202206041520,156,
202206041520,159,
202206041520,165,
202206041530,13,
202206041530,105,
202206041530,108,
202206041530,112,
202206041530,115,
202206041530,131,
202206041530,132,
202206041530,133,
202206041530,138,
202206041530,143,
202206041530,146,
202206041530,152,
202206041530,156,
202206041530,159,
202206041530,165,
202206041540,13,
202206041540,105,
202206041540,108,
202206041540,112,
202206041540,115,
202206041540,131,
202206041540,132,
202206041540,133,
202206041540,138,
202206041540,143,
202206041540,146,
202206041540,152,
202206041540,156,
202206041540,159,
202206041540,165,
202206041550,13,
202206041550,105,
202206041550,108,
202206041550,112,
202206041550,115,
202206041550,131,
202206041550,132,
202206041550,133,
202206041550,138,
202206041550,143,
202206041550,146,
202206041550,152,
202206041550,156,
202206041550,159,
202206041550,165,
202206041600,13,
202206041600,105,
202206041600,108,
202206041600,112,
202206041600,115,
202206041600,131,
202206041600,132,
202206041600,133,
202206041600,138,
202206041600,143,
202206041600,146,
202206041600,152,
202206041600,156,
202206041600,159,
202206041600,165,
202206041610,13,
202206041610,105,
202206041610,108,
202206041610,112,
202206041610,115,
202206041610,131,
202206041610,132,
202206041610,133,
202206041610,138,
202206041610,143,
202206041610,146,
202206041610,152,
202206041610,156,
202206041610,159,
202206041610,165,
202206041620,13,
202206041620,105,
202206041620,108,
202206041620,112,
202206041620,115,
